Index,PDB Code,Class,Region
d2f5ya1,2f5y,all-b,A:19-95
d1wifa_,1wif,all-b,A:
d2csja1,2csj,all-b,A:8-111
d1t2ma1,1t2m,all-b,A:2-93
d1wi4a1,1wi4,all-b,A:8-103
d1va8a1,1va8,all-b,A:8-107
d1zuba1,1zub,all-b,A:597-705
d1y7na1,1y7n,all-b,A:12-90
d1u37a1,1u37,all-b,A:19-105
d2cs5a1,2cs5,all-b,A:8-113
d1fc6a3,1fc6,all-b,A:157-248
d1k32a1,1k32,all-b,A:763-853
d1ky9a1,1ky9,all-b,A:260-353
d1ky9b2,1ky9,all-b,B:359-446
d1lcya1,1lcy,all-b,A:226-325
d1y8ta1,1y8t,all-b,A:227-314
d1x6da1,1x6d,all-b,A:8-114
d1i16a_,1i16,all-b,A:
d1g3pa1,1g3p,all-b,A:1-65
d1g3pa2,1g3p,all-b,A:91-217
d1b34a_,1b34,all-b,A:
d1d3ba_,1d3b,all-b,A:
d1d3bb_,1d3b,all-b,B:
d1n9ra_,1n9r,all-b,A:
d1ljoa_,1ljo,all-b,A:
d1th7a1,1th7,all-b,A:3-78
d1m5q1_,1m5q,all-b,0.04166666667
d2fwka1,2fwk,all-b,A:24-115
d1kq1a_,1kq1,all-b,A:
d1u1sa1,1u1s,all-b,A:6-71
d2oaua1,2oau,all-b,A:113-179
d1ycya1,1ycy,all-b,A:5-70
d2fb7a1,2fb7,all-b,A:16-95
d1ib8a1,1ib8,all-b,A:91-164
d1zq1a1,1zq1,all-b,A:2-75
d1ou8a_,1ou8,all-b,A:
d1ts9a_,1ts9,all-b,A:
d1v76a_,1v76,all-b,A:
d1sg5a1,1sg5,all-b,A:1-86
d2b97a1,2b97,all-b,A:1-70
d1whia_,1whi,all-b,A:
d1jj2j_,1jj2,all-b,J:
d1stya_,1sty,all-b,A:
d1qb5d_,1qb5,all-b,D:
d3chbd_,3chb,all-b,D:
d1c4qa_,1c4q,all-b,A:
d1prtb1,1prt,all-b,B:90-199
d1prtd_,1prt,all-b,D:
d1prtf_,1prt,all-b,F:
d1esfa1,1esf,all-b,A:1-120
d3tssa1,3tss,all-b,A:5-93
d3seba1,3seb,all-b,A:1-121
d1enfa1,1enf,all-b,A:2-101
d1m4va1,1m4v,all-b,A:5-100
d1an8a1,1an8,all-b,A:3-95
d1et9a1,1et9,all-b,A:1-95
d1eu3a1,1eu3,all-b,A:2A-96
d1v1oa1,1v1o,all-b,A:18-108
d1ty0a1,1ty0,all-b,A:4-99
d2j0td1,2j0t,all-b,D:1-124
d2e2dc1,2e2d,all-b,C:1001-1180
d1uapa_,1uap,all-b,A:
d1xwea_,1xwe,all-b,A:
d1jb3a_,1jb3,all-b,A:
d1lm0a_,1lm0,all-b,A:
d1k28a1,1k28,all-b,A:6-129
d1nnxa_,1nnx,all-b,A:
d1eova1,1eov,all-b,A:71-204
d1b8aa1,1b8a,all-b,A:1-103
d1n9wa1,1n9w,all-b,A:1-93
d1l0wa1,1l0w,all-b,A:1-104
d1e1oa1,1e1o,all-b,A:11-153
d1gm5a2,1gm5,all-b,A:106-285
d1cuka3,1cuk,all-b,A:1-64
d1bvsa3,1bvs,all-b,A:1-63
d1ixra2,1ixr,all-b,A:1-62
d3ulla_,3ull,all-b,A:
d1qvca_,1qvc,all-b,A:
d1ue1a_,1ue1,all-b,A:
d1se8a_,1se8,all-b,A:
d1o7ia_,1o7i,all-b,A:
d2b3ga1,2b3g,all-b,A:3-114
d1fgua1,1fgu,all-b,A:181-298
d1fgua2,1fgu,all-b,A:299-426
d1l1oc_,1l1o,all-b,C:
d1quqa_,1quq,all-b,A:
d1quqb_,1quq,all-b,B:
d1kxla_,1kxl,all-b,A:
d1jb7a1,1jb7,all-b,A:36-204
d1jb7a2,1jb7,all-b,A:205-328
d1jb7a3,1jb7,all-b,A:329-495
d1jb7b_,1jb7,all-b,B:
d1qzga_,1qzg,all-b,A:
d1xjva1,1xjv,all-b,A:6-145
d1xjva2,1xjv,all-b,A:149-299
d1iyjb3,1iyj,all-b,B:2599-2731
d1iyjb5,1iyj,all-b,B:2980-3117
d1v1qa_,1v1q,all-b,A:
d1wjja_,1wjj,all-b,A:
d1jjcb3,1jjc,all-b,B:39-151
d1fl0a_,1fl0,all-b,A:
d1pxfa_,1pxf,all-b,A:
d1pyba_,1pyb,all-b,A:
d1gd7a_,1gd7,all-b,A:
d1c9oa_,1c9o,all-b,A:
d1sroa_,1sro,all-b,A:
d1hh2p1,1hh2,all-b,P:127-198
d2asba1,2asb,all-b,A:108-183
d1go3e1,1go3,all-b,E:79-184
d1y14b1,1y14,all-b,B:81-171
d1hr0w_,1hr0,all-b,W:
d1jt8a_,1jt8,all-b,A:
d1d7qa_,1d7q,all-b,A:
d1kl9a2,1kl9,all-b,A:3-88
d2ahob2,2aho,all-b,B:1-84
d1luza_,1luz,all-b,A:
d1jjga_,1jjg,all-b,A:
d1a62a2,1a62,all-b,A:48-125
d1bkba2,1bkb,all-b,A:75-139
d1x6oa2,1x6o,all-b,A:87-165
d1khia2,1khi,all-b,A:103-173
d1rl2a2,1rl2,all-b,A:60-125
d1jj2a2,1jj2,all-b,A:1-90
d1j5el_,1j5e,all-b,L:
d1j5eq_,1j5e,all-b,Q:
d1ne3a_,1ne3,all-b,A:
d1ueba2,1ueb,all-b,A:64-126
d1ueba3,1ueb,all-b,A:127-184
d1smxa_,1smx,all-b,A:
d1u0la1,1u0l,all-b,A:3-68
d1t9ha1,1t9h,all-b,A:1-67
d1wfqa_,1wfq,all-b,A:
d1wi5a_,1wi5,all-b,A:
d1uwva1,1uwv,all-b,A:15-74
d1yeza1,1yez,all-b,A:1-68
d1k3ra1,1k3r,all-b,A:93-163
d1ckma1,1ckm,all-b,A:239-327
d1p16a1,1p16,all-b,A:246-390
d1a0ia1,1a0i,all-b,A:241-349
d1fvia1,1fvi,all-b,A:190-293
d1dgsa2,1dgs,all-b,A:315-400
d1x9na2,1x9n,all-b,A:754-901
d1gvpa_,1gvp,all-b,A:
d1pfsa_,1pfs,all-b,A:
d1gpca_,1gpc,all-b,A:
d1je5a_,1je5,all-b,A:
d1ltla_,1ltl,all-b,A:
d1twfh_,1twf,all-b,H:
d1u5ka1,1u5k,all-b,A:2-80
d2cqaa1,2cqa,all-b,A:8-89
d1e9ga_,1e9g,all-b,A:
d1i40a_,1i40,all-b,A:
d1fr3a_,1fr3,all-b,A:
d1guta_,1gut,all-b,A:
d1h9ka1,1h9k,all-b,A:-3-73
d1h9sa1,1h9s,all-b,A:123-199
d1h9sa2,1h9s,all-b,A:200-260
d1g2913,1g29,all-b,1:241-301
d1g2914,1g29,all-b,1:302-372
d2awna1,2awn,all-b,A:236-370
d1oxxk1,1oxx,all-b,K:243-352
d1v43a1,1v43,all-b,A:246-299
d1v43a2,1v43,all-b,A:304-373
d1b3qa2,1b3q,all-b,A:540-671
d2ch4w1,2ch4,all-b,W:9-147
d2f4ia1,2f4i,all-b,A:39-214
d2exda1,2exd,all-b,A:72-143
d1pm3a_,1pm3,all-b,A:
d1rzhh1,1rzh,all-b,H:36-248
d1ugja_,1ugj,all-b,A:
d2f1la1,2f1l,all-b,A:101-175
d1rg8a_,1rg8,all-b,A:
d1ijta_,1ijt,all-b,A:
d1nuna_,1nun,all-b,A:
d1q1ua_,1q1u,all-b,A:
d1pwaa_,1pwa,all-b,A:
d1l2ha_,1l2h,all-b,A:
d1md6a_,1md6,all-b,A:
d1j0sa_,1j0s,all-b,A:
d1n4ka2,1n4k,all-b,A:236-435
d1t9fa_,1t9f,all-b,A:
d1ggpb2,1ggp,all-b,B:141-267
d1m2tb1,1m2t,all-b,B:249-384
d1m2tb2,1m2t,all-b,B:385-510
d1hwmb2,1hwm,all-b,B:136-266
d1knma_,1knm,all-b,A:
d1qxma1,1qxm,all-b,A:4-148
d1qxma2,1qxm,all-b,A:149-286
d1sr4a_,1sr4,all-b,A:
d1sr4c_,1sr4,all-b,C:
d1vcla1,1vcl,all-b,A:1-150
d1vcla2,1vcl,all-b,A:151-283
d1xhba1,1xhb,all-b,A:423-553
d1dqga_,1dqg,all-b,A:
d1upsa2,1ups,all-b,A:290-420
d1jlxa1,1jlx,all-b,A:1-153
d1jlxa2,1jlx,all-b,A:154-299
d1wbaa_,1wba,all-b,A:
d1avwb_,1avw,all-b,B:
d1avac_,1ava,all-b,C:
d1r8na_,1r8n,all-b,A:
d1a8da2,1a8d,all-b,A:248-452
d3btaa2,3bta,all-b,A:1079-1295
d1s0ea2,1s0e,all-b,A:1080-1290
d1dfca1,1dfc,all-b,A:1008-1140
d1dfca2,1dfc,all-b,A:1141-1259
d1dfca3,1dfc,all-b,A:1260-1382
d1dfca4,1dfc,all-b,A:1383-1493
d1hcda_,1hcd,all-b,A:
d1ttua3,1ttu,all-b,A:381-541
d1wd3a2,1wd3,all-b,A:338-499
d1i8da2,1i8d,all-b,A:94-206
d1hzea_,1hze,all-b,A:
d1kzla1,1kzl,all-b,A:1-92
d1kzla2,1kzl,all-b,A:93-202
d2bmwa1,2bmw,all-b,A:9-141
d1fdra1,1fdr,all-b,A:2-100
d1a8pa1,1a8p,all-b,A:2-100
d1qfja1,1qfj,all-b,A:1-97
d1umka1,1umk,all-b,A:30-153
d2piaa1,2pia,all-b,A:1-103
d1krha1,1krh,all-b,A:106-205
d1ep3b1,1ep3,all-b,B:2-102
d1cqxa2,1cqx,all-b,A:151-261
d1tvca1,1tvc,all-b,A:2-110
d1ja1a1,1ja1,all-b,A:240-518
d1ddga1,1ddg,all-b,A:226-446
d1f20a1,1f20,all-b,A:963-1232
d1n08a_,1n08,all-b,A:
d1mrza1,1mrz,all-b,A:159-288
d1fuia1,1fui,all-b,A:356-591
d2ajta1,2ajt,all-b,A:329-498
d2c78a1,2c78,all-b,A:213-312
d1jnya1,1jny,all-b,A:228-322
d2bv3a1,2bv3,all-b,A:283-403
d1wdta1,1wdt,all-b,A:275-377
d1n0ua1,1n0u,all-b,A:344-481
d1kk1a1,1kk1,all-b,A:201-321
d1g7sa1,1g7s,all-b,A:228-328
d1g7sa2,1g7s,all-b,A:460-587
d1d1na_,1d1n,all-b,A:
d1r5ba1,1r5b,all-b,A:460-554
d1xe1a_,1xe1,all-b,A:
d1wb1a2,1wb1,all-b,A:390-468
d1zunb1,1zun,all-b,B:238-329
d1jj2b_,1jj2,all-b,B:
d1sqra_,1sqr,all-b,A:
d2f1la2,2f1l,all-b,A:7-95
d2ey4c1,2ey4,all-b,C:1-73
d2c78a2,2c78,all-b,A:313-405
d1f60a2,1f60,all-b,A:335-441
d1kk1a2,1kk1,all-b,A:322-410
d1r5ba2,1r5b,all-b,A:555-622
d1wb1a3,1wb1,all-b,A:272-387
d1zunb2,1zun,all-b,B:330-434
d1pj5a1,1pj5,all-b,A:743-830
d1vlya1,1vly,all-b,A:244-325
d1wosa1,1wos,all-b,A:279-361
d1vloa1,1vlo,all-b,A:278-367
d1v5va1,1v5v,all-b,A:313-401
d1flma_,1flm,all-b,A:
d1dnla_,1dnl,all-b,A:
d1t9ma_,1t9m,all-b,A:
d2a2ja1,2a2j,all-b,A:24-224
d1vl7a_,1vl7,all-b,A:
d1w9aa_,1w9a,all-b,A:
d1rfea_,1rfe,all-b,A:
d2htia1,2hti,all-b,A:10-165
d2arza1,2arz,all-b,A:2-239
d2i02a1,2i02,all-b,A:5-147
d2hq9a1,2hq9,all-b,A:1-148
d1xhna1,1xhn,all-b,A:13-182
d2fhqa1,2fhq,all-b,A:3-137
d2hq7a1,2hq7,all-b,A:2-142
d2asfa1,2asf,all-b,A:11-135
d2fg9a1,2fg9,all-b,A:1-157
d2fura1,2fur,all-b,A:16-208
d1ejea_,1eje,all-b,A:
d1i0ra_,1i0r,all-b,A:
d1usca_,1usc,all-b,A:
d1rz0a_,1rz0,all-b,A:
d1yoaa1,1yoa,all-b,A:1-159
d2idba1,2idb,all-b,A:6-325
d1ylna1,1yln,all-b,A:138-248
d1ywua1,1ywu,all-b,A:1-125
d1ylna2,1yln,all-b,A:23-137
d1wthd1,1wth,all-b,D:4-200
d1wthd2,1wth,all-b,D:201-376
d1k0ha_,1k0h,all-b,A:
d1o6aa_,1o6a,all-b,A:
d1o9ya_,1o9y,all-b,A:
d1fmta1,1fmt,all-b,A:207-314
d1zgha1,1zgh,all-b,A:165-226
d2bw0a1,2bw0,all-b,A:204-307
d2blna1,2bln,all-b,A:204-304
d1ewna_,1ewn,all-b,A:
d1arba_,1arb,all-b,A:
d2h5ca1,2h5c,all-b,A:15A-245
d1sgpe_,1sgp,all-b,E:
d1agja_,1agj,all-b,A:
d2o8la1,2o8l,all-b,A:1-216
d1p3ca_,1p3c,all-b,A:
d1ky9a2,1ky9,all-b,A:11-259
d1l1ja_,1l1j,all-b,A:
d1lcya2,1lcy,all-b,A:6-210
d1sota2,1sot,all-b,A:42-254
d1y8ta2,1y8t,all-b,A:6-226
d1hj9a_,1hj9,all-b,A:
d1gdna_,1gdn,all-b,A:
d1eq9a_,1eq9,all-b,A:
d1azza_,1azz,all-b,A:
d2hlca_,2hlc,all-b,A:
d1gvkb_,1gvk,all-b,B:
d1m9ua_,1m9u,all-b,A:
d1a7sa_,1a7s,all-b,A:
d1ltoa_,1lto,all-b,A:
d1t32a1,1t32,all-b,A:16-244
d2bz6h1,2bz6,all-b,H:16-257
d1gvza_,1gvz,all-b,A:
d1rrka1,1rrk,all-b,A:453-739
d1bioa_,1bio,all-b,A:
d1op0a_,1op0,all-b,A:
d2boka1,2bok,all-b,A:16-244
d1elva1,1elv,all-b,A:410-668
d1autc_,1aut,all-b,C:
d1eaxa_,1eax,all-b,A:
d1si5h_,1si5,all-b,H:
d1q3xa1,1q3x,all-b,A:445-686
d1svpa_,1svp,all-b,A:
d1lvmb_,1lvm,all-b,B:
d2fomb1,2fom,all-b,B:18-167
d1mbma_,1mbm,all-b,A:
d1cqqa_,1cqq,all-b,A:
d2hala1,2hal,all-b,A:1-212
d2hrva_,2hrv,all-b,A:
d1q2wa_,1q2w,all-b,A:
d1qz8a_,1qz8,all-b,A:
d1bcoa1,1bco,all-b,A:481-560
d1w0ja2,1w0j,all-b,A:24-94
d2jdid2,2jdi,all-b,D:10-81
d1vhoa1,1vho,all-b,A:70-152
d1y0ya1,1y0y,all-b,A:73-163
d1y7ea1,1y7e,all-b,A:101-233
d2grea1,2gre,all-b,A:74-186
d1yloa1,1ylo,all-b,A:67-147
d2fvga1,2fvg,all-b,A:65-148
d1wjxa_,1wjx,all-b,A:
d2nmza1,2nmz,all-b,A:1-99
d4fiva_,4fiv,all-b,A:
d2rspa_,2rsp,all-b,A:
d1fmba_,1fmb,all-b,A:
d1nsoa_,1nso,all-b,A:
d1oewa_,1oew,all-b,A:
d2apra_,41001,all-b,A:
d1j71a_,1j71,all-b,A:
d1dpja_,1dpj,all-b,A:
d1wkra_,1wkr,all-b,A:
d1mppa_,1mpp,all-b,A:
d1hrna_,1hrn,all-b,A:
d2iqga1,2iqg,all-b,A:61P-385
d2bjua1,2bju,all-b,A:1-329
d1t6ex_,1t6e,all-b,X:
d1udza_,1udz,all-b,A:
d1ffya2,1ffy,all-b,A:201-394
d1wkaa1,1wka,all-b,A:195-337
d1h3na2,1h3n,all-b,A:226-417
d1gmua1,1gmu,all-b,A:1-70
d1eara1,1ear,all-b,A:1-74
d2enga_,2eng,all-b,A:
d1n10a2,1n10,all-b,A:1003-1145
d1bw3a_,1bw3,all-b,A:
d1ppya_,1ppy,all-b,A:
d1eu1a1,1eu1,all-b,A:626-780
d2iv2x1,2iv2,all-b,X:565-715
d1kqfa1,1kqf,all-b,A:851-1015
d1g8ka1,1g8k,all-b,A:683-825
d2napa1,2nap,all-b,A:601-723
d1ogya1,1ogy,all-b,A:682-801
d1y5ia1,1y5i,all-b,A:1075-1244
d1vlem1,1vle,all-b,M:729-875
d2fug31,2fug,all-b,3:686-767
d1qcsa1,1qcs,all-b,A:0-85
d1cr5a1,1cr5,all-b,A:26-107
d1cz5a1,1cz5,all-b,A:1-91
d1e32a1,1e32,all-b,A:21-106
d1wlfa2,1wlf,all-b,A:13-99
d1dfup_,1dfu,all-b,P:
d1feua_,1feu,all-b,A:
d1gtra1,1gtr,all-b,A:339-547
d1h9db_,1h9d,all-b,B:
d1maia_,1mai,all-b,A:
d1btna_,1btn,all-b,A:
d1droa_,1dro,all-b,A:
d1dyna_,1dyn,all-b,A:
d1btka_,1btk,all-b,A:
d1zm0a1,1zm0,all-b,A:243-347
d1plsa_,1pls,all-b,A:
d1dbha2,1dbh,all-b,A:418-550
d1foea2,1foe,all-b,A:1240-1401
d1kz7a2,1kz7,all-b,A:819-965
d1ki1b2,1ki1,all-b,B:1439-1580
d1omwa2,1omw,all-b,A:550-668
d1faoa_,1fao,all-b,A:
d1fgya_,1fgy,all-b,A:
d1fhoa_,1fho,all-b,A:
d1eaza_,1eaz,all-b,A:
d1unqa_,1unq,all-b,A:
d1v5ma_,1v5m,all-b,A:
d1v5pa_,1v5p,all-b,A:
d1v5ua_,1v5u,all-b,A:
d1v61a_,1v61,all-b,A:
d1ntya2,1nty,all-b,A:1415-1535
d1v88a_,1v88,all-b,A:
d1v89a_,1v89,all-b,A:
d1txda2,1txd,all-b,A:1020-1133
d1upqa_,1upq,all-b,A:
d1w1ha_,1w1h,all-b,A:
d1wg7a_,1wg7,all-b,A:
d1wgqa_,1wgq,all-b,A:
d1wi1a_,1wi1,all-b,A:
d2coda1,2cod,all-b,A:8-109
d1zc3b1,1zc3,all-b,B:171-279
d1u5da1,1u5d,all-b,A:108-213
d1x1fa1,1x1f,all-b,A:8-143
d2cofa1,2cof,all-b,A:8-102
d2coca1,2coc,all-b,A:8-106
d1u5ea1,1u5e,all-b,A:14-222
d2coaa1,2coa,all-b,A:8-119
d1aqca_,1aqc,all-b,A:
d1qqga1,1qqg,all-b,A:12-114
d1qqga2,1qqg,all-b,A:159-262
d1oy2a_,1oy2,all-b,A:
d1ddma_,1ddm,all-b,A:
d1ntva_,1ntv,all-b,A:
d1j0wa_,1j0w,all-b,A:
d1p5ta_,1p5t,all-b,A:
d1xr0b_,1xr0,all-b,B:
d1wgua_,1wgu,all-b,A:
d1wvha1,1wvh,all-b,A:1606-1738
d2cy4a1,2cy4,all-b,A:31-159
d1k5db_,1k5d,all-b,B:
d2crfa1,2crf,all-b,A:8-144
d1evha_,1evh,all-b,A:
d1ddwa_,1ddw,all-b,A:
d1mkea1,1mke,all-b,A:31-144
d1xoda1,1xod,all-b,A:10-123
d1q67a_,1q67,all-b,A:
d1gg3a2,1gg3,all-b,A:188-279
d1h4ra2,1h4r,all-b,A:215-313
d1mixa2,1mix,all-b,A:309-400
d2al6a2,2al6,all-b,A:254-363
d1t77a2,1t77,all-b,A:2076-2185
d1zsqa1,1zsq,all-b,A:74-198
d1pfja_,1pfj,all-b,A:
d1y5oa1,1y5o,all-b,A:2-115
d2gcla1,2gcl,all-b,A:237-474
d1tqza1,1tqz,all-b,A:1-133
d2hthb1,2hth,all-b,B:3-131
d1ywya1,1ywy,all-b,A:23-96
d1nh2c_,1nh2,all-b,C:
d1nh2d2,1nh2,all-b,D:55-121
d1nvpd2,1nvp,all-b,D:54-99
d1y12a1,1y12,all-b,A:2-162
d1iega_,1ieg,all-b,A:
d1at3a_,1at3,all-b,A:
d1fl1a_,1fl1,all-b,A:
d2g50a1,2g50,all-b,A:116-217
d1pkla1,1pkl,all-b,A:88-186
d1e0ta1,1e0t,all-b,A:70-167
d1orua_,1oru,all-b,A:
d1o65a_,1o65,all-b,A:
d1ik9a1,1ik9,all-b,A:1-117
d1s98a_,1s98,all-b,A:
d1nwba_,1nwb,all-b,A:
d1rqpa1,1rqp,all-b,A:193-298
d1ow1a_,1ow1,all-b,A:
d1jeya1,1jey,all-b,A:254-534
d1jeyb1,1jey,all-b,B:242-545
d2aj7a1,2aj7,all-b,A:1-148
d1nyoa_,1nyo,all-b,A:
d1o70a1,1o70,all-b,A:328-467
d1o70a2,1o70,all-b,A:468-624
d1kt7a_,1kt7,all-b,A:
d1dzka_,1dzk,all-b,A:
d1bj7a_,1bj7,all-b,A:
d1e5pa_,1e5p,all-b,A:
d1beba_,1beb,all-b,A:
d1epaa_,1epa,all-b,A:
d1znda1,1znd,all-b,A:1-157
d1x71a1,1x71,all-b,A:4-177
d1jzua_,1jzu,all-b,A:
d1lf7a_,1lf7,all-b,A:
d1kxoa_,1kxo,all-b,A:
d1i4ua_,1i4u,all-b,A:
d1gkab_,1gka,all-b,B:
d1qwda_,1qwd,all-b,A:
d1qfta_,1qft,all-b,A:
d1x8qa_,1x8q,all-b,A:
d1xkia_,1xki,all-b,A:
d1z24a1,1z24,all-b,A:1-189
d1hmsa_,1hms,all-b,A:
d1ifca_,1ifc,all-b,A:
d1mdca_,1mdc,all-b,A:
d1crba_,1crb,all-b,A:
d1lfoa_,1lfo,all-b,A:
d1tw4a_,1tw4,all-b,A:
d2a0aa1,2a0a,all-b,A:1-131
d1avgi_,1avg,all-b,I:
d1oeja_,1oej,all-b,A:
d1r0ua_,1r0u,all-b,A:
d2gc9a1,2gc9,all-b,A:1-178
d1vpra1,1vpr,all-b,A:868-1218
d2fr2a1,2fr2,all-b,A:4-164
d2a13a1,2a13,all-b,A:14-166
d2f01a1,2f01,all-b,A:14-134
d1nqna_,1nqn,all-b,A:
d1smpi_,1smp,all-b,I:
d1jiwi_,1jiw,all-b,I:
d1oh1a_,1oh1,all-b,A:
d1nyca_,1nyc,all-b,A:
d1ei5a1,1ei5,all-b,A:336-417
d1ei5a2,1ei5,all-b,A:418-520
d1pbya5,1pby,all-b,A:166-273
d1jmxa5,1jmx,all-b,A:163-281
d2djfa1,2djf,all-b,A:1-118
d1wuba_,1wub,all-b,A:
d1y0ga_,1y0g,all-b,A:
d2gtlm1,2gtl,all-b,M:102-225
d2gtlo1,2gtl,all-b,O:101-222
d2gtln1,2gtl,all-b,N:102-229
d2f09a1,2f09,all-b,A:1-82
d1z8ka1,1z8k,all-b,A:20-193
d1v9ta_,1v9t,all-b,A:
d2cfea1,2cfe,all-b,A:1-162
d1zkca1,1zkc,all-b,A:280-457
d1x7fa1,1x7f,all-b,A:245-361
d1zx8a1,1zx8,all-b,A:1-124
d1jsga_,1jsg,all-b,A:
d1a1xa_,1a1x,all-b,A:
d1zata1,1zat,all-b,A:339-466
d1y7ma1,1y7m,all-b,A:49-164
d1t2wa_,1t2w,all-b,A:
d1qwza_,1qwz,all-b,A:
d2oqza1,2oqz,all-b,A:35-253
d2f9ha1,2f9h,all-b,A:3-123
d1c39a_,1c39,all-b,A:
d1gp0a_,1gp0,all-b,A:
d1q25a1,1q25,all-b,A:7-129
d1q25a2,1q25,all-b,A:130-280
d1q25a3,1q25,all-b,A:281-432
d1f3ua_,1f3u,all-b,A:
d1f3ub_,1f3u,all-b,B:
d1hxna_,1hxn,all-b,A:
d1qhua1,1qhu,all-b,A:24-215
d1gena_,1gen,all-b,A:
d1itva_,1itv,all-b,A:
d1su3a2,1su3,all-b,A:271-465
d1tl2a_,1tl2,all-b,A:
d1gyha_,1gyh,all-b,A:
d1uv4a1,1uv4,all-b,A:3-293
d1y7ba2,1y7b,all-b,A:4-324
d1oyga_,1oyg,all-b,A:
d1uypa2,1uyp,all-b,A:1-294
d1y4wa2,1y4w,all-b,A:20-372
d1vkda_,1vkd,all-b,A:
d2b4wa1,2b4w,all-b,A:2-311
d1s1da_,1s1d,all-b,A:
d3sila_,3sil,all-b,A:
d1f8ea_,1f8e,all-b,A:
d1nsca_,1nsc,all-b,A:
d1usra_,1usr,all-b,A:
d1v3ea_,1v3e,all-b,A:
d1w8oa3,1w8o,all-b,A:47-402
d2slia2,2sli,all-b,A:277-759
d2ah2a2,2ah2,all-b,A:1-399
d1so7a_,1so7,all-b,A:
d1v0ea1,1v0e,all-b,A:245-760
d1crua_,1cru,all-b,A:
d1h6la_,1h6l,all-b,A:
d2hqsa1,2hqs,all-b,A:163-431
d1ijqa1,1ijq,all-b,A:377-642
d1npea_,1npe,all-b,A:
d1pjxa_,1pjx,all-b,A:
d2dg1a1,2dg1,all-b,A:6-324
d2ghsa1,2ghs,all-b,A:20-314
d1v04a_,1v04,all-b,A:
d1k32a2,1k32,all-b,A:39-319
d1ofza_,1ofz,all-b,A:
d1q7fa_,1q7f,all-b,A:
d1rwia_,1rwi,all-b,A:
d1suua_,1suu,all-b,A:
d1wp5a_,1wp5,all-b,A:
d2flux1,2flu,all-b,X:325-609
d1k3ia3,1k3i,all-b,A:151-537
d1l0qa2,1l0q,all-b,A:1-301
d1pbyb_,1pby,all-b,B:
d1jmxb_,1jmx,all-b,B:
d2bbkh_,2bbk,all-b,H:
d1mdah_,1mda,all-b,H:
d1fwxa2,1fwx,all-b,A:8-451
d1tbga_,1tbg,all-b,A:
d1erja_,1erj,all-b,A:
d1gxra_,1gxr,all-b,A:
d1k8kc_,1k8k,all-b,C:
d1nexb2,1nex,all-b,B:370-744
d1p22a2,1p22,all-b,A:253-545
d1nr0a1,1nr0,all-b,A:2-312
d1nr0a2,1nr0,all-b,A:313-611
d1pgua1,1pgu,all-b,A:2-326
d1pgua2,1pgu,all-b,A:327-613
d1sq9a_,1sq9,all-b,A:
d1yfqa_,1yfq,all-b,A:
d1a12a_,1a12,all-b,A:
d1jtdb_,1jtd,all-b,B:
d1utca2,1utc,all-b,A:4-330
d1qfma1,1qfm,all-b,A:1-430
d2hu7a1,2hu7,all-b,A:9-321
d1k32a3,1k32,all-b,A:320-679
d1jofa_,1jof,all-b,A:
d1ri6a_,1ri6,all-b,A:
d1olza2,1olz,all-b,A:3-480
d1shyb1,1shy,all-b,B:40-515
d1q47a_,1q47,all-b,A:
d1sqja1,1sqj,all-b,A:4-430
d1sqja2,1sqj,all-b,A:431-786
d1xksa_,1xks,all-b,A:
d1xipa_,1xip,all-b,A:
d1w6sa_,1w6s,all-b,A:
d1flga_,1flg,all-b,A:
d1kb0a2,1kb0,all-b,A:1-573
d1qksa2,1qks,all-b,A:136-567
d2bgra1,2bgr,all-b,A:39-508
d1xfda1,1xfd,all-b,A:127-591
d1e43a1,1e43,all-b,A:394-483
d1ua7a1,1ua7,all-b,A:348-425
d1mxga1,1mxg,all-b,A:362-435
d1wzaa1,1wza,all-b,A:437-515
d1gjwa1,1gjw,all-b,A:573-636
d1qhoa3,1qho,all-b,A:408-495
d1hx0a1,1hx0,all-b,A:404-496
d2guya1,2guy,all-b,A:382-476
d1ea9c2,1ea9,all-b,C:504-583
d1ji1a2,1ji1,all-b,A:555-637
d1wzla2,1wzl,all-b,A:503-585
d1j0ha2,1j0h,all-b,A:506-588
d1h3ga2,1h3g,all-b,A:518-600
d1iv8a1,1iv8,all-b,A:654-720
d1eh9a2,1eh9,all-b,A:491-557
d2bhua2,2bhu,all-b,A:531-602
d1m7xa2,1m7x,all-b,A:623-728
d1bf2a2,1bf2,all-b,A:638-750
d1gcya1,1gcy,all-b,A:358-418
d1ht6a1,1ht6,all-b,A:348-404
d1lwha1,1lwh,all-b,A:392-441
d1uoka1,1uok,all-b,A:480-558
d1m53a1,1m53,all-b,A:521-598
d1g5aa1,1g5a,all-b,A:555-628
d1ktba1,1ktb,all-b,A:294-388
d1uasa1,1uas,all-b,A:274-362
d1r46a1,1r46,all-b,A:324-421
d1szna1,1szn,all-b,A:315-417
d1kwga1,1kwg,all-b,A:591-644
d1r7aa1,1r7a,all-b,A:435-504
d1hl9a1,1hl9,all-b,A:357-448
d2f2ha3,2f2h,all-b,A:586-665
d1tg7a4,1tg7,all-b,A:395-569
d1pina1,1pin,all-b,A:6-39
d1eg3a3,1eg3,all-b,A:47-84
d1i5hw_,1i5h,all-b,W:
d1jmqa_,1jmq,all-b,A:
d1o6wa2,1o6w,all-b,A:30-75
